location_iso,indicator,subject,measure,frequency,time,value
IND,QGDP,TOT,PC_CHGPY,Q,2018-Q2,7.20358
IND,QGDP,TOT,PC_CHGPY,Q,2018-Q3,6.91008
IND,QGDP,TOT,PC_CHGPY,Q,2018-Q4,6.4624
IND,QGDP,TOT,PC_CHGPY,Q,2019-Q1,5.29839
IND,QGDP,TOT,PC_CHGPY,Q,2019-Q2,5.28383
IND,QGDP,TOT,PC_CHGPY,Q,2019-Q3,4.2964
IND,QGDP,TOT,PC_CHGPY,Q,2019-Q4,3.25624
IND,QGDP,TOT,PC_CHGPY,Q,2020-Q1,2.18188
IND,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-22.4126
IND,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-6.20413
IND,QGDP,TOT,PC_CHGPY,Q,2020-Q4,0.65518
IND,QGDP,TOT,PC_CHGPY,Q,2021-Q1,1.44542
IND,QGDP,TOT,PC_CHGPY,Q,2021-Q2,20.44378
IND,QGDP,TOT,PC_CHGPY,Q,2021-Q3,7.83307
IND,QGDP,TOT,PC_CHGPY,Q,2021-Q4,5.03338
IND,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.16116
IND,QGDP,TOT,PC_CHGPY,Q,2022-Q2,14.00472
IND,QGDP,TOT,PC_CHGPY,Q,2022-Q3,5.68464
TUR,QGDP,TOT,PC_CHGPY,Q,2017-Q1,5.373309812
TUR,QGDP,TOT,PC_CHGPY,Q,2017-Q2,6.255758034
TUR,QGDP,TOT,PC_CHGPY,Q,2017-Q3,11.051091386
TUR,QGDP,TOT,PC_CHGPY,Q,2017-Q4,7.233754818
TUR,QGDP,TOT,PC_CHGPY,Q,2018-Q1,7.339411257
TUR,QGDP,TOT,PC_CHGPY,Q,2018-Q2,5.636345808
TUR,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.364885926
TUR,QGDP,TOT,PC_CHGPY,Q,2018-Q4,-2.725967819
TUR,QGDP,TOT,PC_CHGPY,Q,2019-Q1,-2.311554833
TUR,QGDP,TOT,PC_CHGPY,Q,2019-Q2,-0.639931668
TUR,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.05548801
TUR,QGDP,TOT,PC_CHGPY,Q,2019-Q4,5.803424559
TUR,QGDP,TOT,PC_CHGPY,Q,2020-Q1,4.369336537
TUR,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-8.630150609
TUR,QGDP,TOT,PC_CHGPY,Q,2020-Q3,5.615139371
TUR,QGDP,TOT,PC_CHGPY,Q,2020-Q4,5.32341674
TUR,QGDP,TOT,PC_CHGPY,Q,2021-Q1,7.520444916
TUR,QGDP,TOT,PC_CHGPY,Q,2021-Q2,22.355880781
TUR,QGDP,TOT,PC_CHGPY,Q,2021-Q3,8.670948119
TUR,QGDP,TOT,PC_CHGPY,Q,2021-Q4,9.198787073
TUR,QGDP,TOT,PC_CHGPY,Q,2022-Q1,7.041508466
TUR,QGDP,TOT,PC_CHGPY,Q,2022-Q2,6.914896003
TUR,QGDP,TOT,PC_CHGPY,Q,2022-Q3,3.95960902
JPN,QGDP,TOT,PC_CHGPP,A,2017,1.675312997
JPN,QGDP,TOT,PC_CHGPP,A,2018,0.643409165
JPN,QGDP,TOT,PC_CHGPP,A,2019,-0.402169128
JPN,QGDP,TOT,PC_CHGPP,A,2020,-4.27863911
JPN,QGDP,TOT,PC_CHGPP,A,2021,2.144548677
JPN,QGDP,TOT,PC_CHGPP,A,2022,1.074176903
NOR,QGDP,TOT,PC_CHGPP,A,2017,2.463714528
NOR,QGDP,TOT,PC_CHGPP,A,2018,0.828922793
NOR,QGDP,TOT,PC_CHGPP,A,2019,1.123743917
NOR,QGDP,TOT,PC_CHGPP,A,2020,-1.278151445
NOR,QGDP,TOT,PC_CHGPP,A,2021,3.898369962
NOR,QGDP,TOT,PC_CHGPP,A,2022,3.280587902
IDN,QGDP,TOT,PC_CHGPY,Q,2017-Q1,5.041710654
IDN,QGDP,TOT,PC_CHGPY,Q,2017-Q2,5.028891458
IDN,QGDP,TOT,PC_CHGPY,Q,2017-Q3,5.063885754
IDN,QGDP,TOT,PC_CHGPY,Q,2017-Q4,5.142596565
IDN,QGDP,TOT,PC_CHGPY,Q,2018-Q1,5.172452976
IDN,QGDP,TOT,PC_CHGPY,Q,2018-Q2,5.175966385
IDN,QGDP,TOT,PC_CHGPY,Q,2018-Q3,5.182392178
IDN,QGDP,TOT,PC_CHGPY,Q,2018-Q4,5.166430808
IDN,QGDP,TOT,PC_CHGPY,Q,2019-Q1,5.118110097
IDN,QGDP,TOT,PC_CHGPY,Q,2019-Q2,5.107229591
IDN,QGDP,TOT,PC_CHGPY,Q,2019-Q3,5.031739757
IDN,QGDP,TOT,PC_CHGPY,Q,2019-Q4,4.826061232
IDN,QGDP,TOT,PC_CHGPY,Q,2020-Q1,2.867156226
IDN,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-5.452376954
IDN,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-3.438442068
IDN,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-2.159279376
IDN,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-0.528712799
IDN,QGDP,TOT,PC_CHGPY,Q,2021-Q2,7.145126764
IDN,QGDP,TOT,PC_CHGPY,Q,2021-Q3,3.785048256
IDN,QGDP,TOT,PC_CHGPY,Q,2021-Q4,4.667550228
IDN,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.747255915
IDN,QGDP,TOT,PC_CHGPY,Q,2022-Q2,5.464818182
IDN,QGDP,TOT,PC_CHGPY,Q,2022-Q3,6.088443176
IDN,QGDP,TOT,PC_CHGPY,Q,2022-Q4,4.944056629
LVA,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.966942401
LVA,QGDP,TOT,PC_CHGPY,Q,2017-Q2,3.771322062
LVA,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.992152585
LVA,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.477053131
LVA,QGDP,TOT,PC_CHGPY,Q,2018-Q1,3.185693835
LVA,QGDP,TOT,PC_CHGPY,Q,2018-Q2,3.914941884
LVA,QGDP,TOT,PC_CHGPY,Q,2018-Q3,4.730993818
LVA,QGDP,TOT,PC_CHGPY,Q,2018-Q4,4.953322941
LVA,QGDP,TOT,PC_CHGPY,Q,2019-Q1,4.045774771
LVA,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.977543679
LVA,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.890468
LVA,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.231400464
LVA,QGDP,TOT,PC_CHGPY,Q,2020-Q1,0.474105815
LVA,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-7.133380754
LVA,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-1.672447711
LVA,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-0.332913375
LVA,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-0.654017205
LVA,QGDP,TOT,PC_CHGPY,Q,2021-Q2,9.317725632
LVA,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.574228171
LVA,QGDP,TOT,PC_CHGPY,Q,2021-Q4,2.471467613
LVA,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.946448866
LVA,QGDP,TOT,PC_CHGPY,Q,2022-Q2,2.539615424
LVA,QGDP,TOT,PC_CHGPY,Q,2022-Q3,-0.560128857
LVA,QGDP,TOT,PC_CHGPY,Q,2022-Q4,0.170742293
AUS,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.314683075
AUS,QGDP,TOT,PC_CHGPP,Q,2017-Q2,0.602469197
AUS,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.962068027
AUS,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.478579511
AUS,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.944123547
AUS,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.748154605
AUS,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.464173874
AUS,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.236249247
AUS,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.510207098
AUS,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.432131443
AUS,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.732672958
AUS,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.533152967
AUS,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.222848529
AUS,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.757576577
AUS,QGDP,TOT,PC_CHGPP,Q,2020-Q3,3.855111623
AUS,QGDP,TOT,PC_CHGPP,Q,2020-Q4,3.381809258
AUS,QGDP,TOT,PC_CHGPP,Q,2021-Q1,2.056889654
AUS,QGDP,TOT,PC_CHGPP,Q,2021-Q2,0.644644009
AUS,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-1.934133492
AUS,QGDP,TOT,PC_CHGPP,Q,2021-Q4,3.819640031
AUS,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.43774337
AUS,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.873324734
AUS,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.647000428
CZE,QGDP,TOT,PC_CHGPY,Q,2017-Q1,3.695055354
CZE,QGDP,TOT,PC_CHGPY,Q,2017-Q2,5.915502996
CZE,QGDP,TOT,PC_CHGPY,Q,2017-Q3,5.85167887
CZE,QGDP,TOT,PC_CHGPY,Q,2017-Q4,5.895675336
CZE,QGDP,TOT,PC_CHGPY,Q,2018-Q1,4.740865159
CZE,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.821316363
CZE,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.695851198
CZE,QGDP,TOT,PC_CHGPY,Q,2018-Q4,2.619965863
CZE,QGDP,TOT,PC_CHGPY,Q,2019-Q1,2.997899456
CZE,QGDP,TOT,PC_CHGPY,Q,2019-Q2,3.071200908
CZE,QGDP,TOT,PC_CHGPY,Q,2019-Q3,3.029280961
CZE,QGDP,TOT,PC_CHGPY,Q,2019-Q4,2.768091424
CZE,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-1.462892348
CZE,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-10.782890147
CZE,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-5.216009106
CZE,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-4.596123382
CZE,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-1.887117389
CZE,QGDP,TOT,PC_CHGPY,Q,2021-Q2,9.133409698
CZE,QGDP,TOT,PC_CHGPY,Q,2021-Q3,3.770834769
CZE,QGDP,TOT,PC_CHGPY,Q,2021-Q4,3.472666594
CZE,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.627025563
CZE,QGDP,TOT,PC_CHGPY,Q,2022-Q2,3.505068682
CZE,QGDP,TOT,PC_CHGPY,Q,2022-Q3,1.524456574
CZE,QGDP,TOT,PC_CHGPY,Q,2022-Q4,0.363633886
BEL,QGDP,TOT,PC_CHGPP,A,2017,1.619508034
BEL,QGDP,TOT,PC_CHGPP,A,2018,1.792851912
BEL,QGDP,TOT,PC_CHGPP,A,2019,2.241226844
BEL,QGDP,TOT,PC_CHGPP,A,2020,-5.361596289
BEL,QGDP,TOT,PC_CHGPP,A,2021,6.133910412
BEL,QGDP,TOT,PC_CHGPP,A,2022,3.138106116
ISL,QGDP,TOT,PC_CHGPP,Q,2017-Q1,-3.831799453
ISL,QGDP,TOT,PC_CHGPP,Q,2017-Q2,3.045936625
ISL,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.753577107
ISL,QGDP,TOT,PC_CHGPP,Q,2017-Q4,2.509083642
ISL,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.338681593
ISL,QGDP,TOT,PC_CHGPP,Q,2018-Q2,1.509800764
ISL,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.206400392
ISL,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.980533304
ISL,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.662021377
ISL,QGDP,TOT,PC_CHGPP,Q,2019-Q2,-0.112179031
ISL,QGDP,TOT,PC_CHGPP,Q,2019-Q3,-0.405054508
ISL,QGDP,TOT,PC_CHGPP,Q,2019-Q4,3.255866855
ISL,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-6.622141971
ISL,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.527383101
ISL,QGDP,TOT,PC_CHGPP,Q,2020-Q3,2.718803881
ISL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,5.222104289
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-3.83936637
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,4.790280489
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.928051349
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q4,3.17478232
ISL,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-1.014782712
ISL,QGDP,TOT,PC_CHGPP,Q,2022-Q2,3.697631385
ISL,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.505565112
GBR,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.73915971
GBR,QGDP,TOT,PC_CHGPP,Q,2017-Q2,0.536199019
GBR,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.515931658
GBR,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.627325988
GBR,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.149766105
GBR,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.454842112
GBR,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.555787083
GBR,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.257173624
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.630363596
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.109963441
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.610854174
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.025112203
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.640828448
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-20.991372606
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q3,16.608614293
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.213880983
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-1.052939341
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q2,6.52844295
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.733513287
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.525013404
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.45780531
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.103523569
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.163996716
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.022261199
HUN,QGDP,TOT,PC_CHGPP,A,2017,4.271976016
HUN,QGDP,TOT,PC_CHGPP,A,2018,5.362329576
HUN,QGDP,TOT,PC_CHGPP,A,2019,4.857795031
HUN,QGDP,TOT,PC_CHGPP,A,2020,-4.547263823
HUN,QGDP,TOT,PC_CHGPP,A,2021,7.117315315
HUN,QGDP,TOT,PC_CHGPP,A,2022,4.531935904
BRA,QGDP,TOT,PC_CHGPY,Q,2017-Q1,0.714550817
BRA,QGDP,TOT,PC_CHGPY,Q,2017-Q2,1.169695631
BRA,QGDP,TOT,PC_CHGPY,Q,2017-Q3,1.980380414
BRA,QGDP,TOT,PC_CHGPY,Q,2017-Q4,2.625900835
BRA,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.188607929
BRA,QGDP,TOT,PC_CHGPY,Q,2018-Q2,1.324712919
BRA,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.03356534
BRA,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.21231752
BRA,QGDP,TOT,PC_CHGPY,Q,2019-Q1,0.85771383
BRA,QGDP,TOT,PC_CHGPY,Q,2019-Q2,1.574675295
BRA,QGDP,TOT,PC_CHGPY,Q,2019-Q3,0.742640067
BRA,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.693658712
BRA,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-0.850304278
BRA,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-10.08049096
BRA,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-2.985259853
BRA,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-0.403645168
BRA,QGDP,TOT,PC_CHGPY,Q,2021-Q1,2.917765281
BRA,QGDP,TOT,PC_CHGPY,Q,2021-Q2,12.438108504
BRA,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.480691317
BRA,QGDP,TOT,PC_CHGPY,Q,2021-Q4,2.102598984
BRA,QGDP,TOT,PC_CHGPY,Q,2022-Q1,2.401212438
BRA,QGDP,TOT,PC_CHGPY,Q,2022-Q2,3.678993672
BRA,QGDP,TOT,PC_CHGPY,Q,2022-Q3,3.628345384
POL,QGDP,TOT,PC_CHGPY,Q,2017-Q1,5.255316264
POL,QGDP,TOT,PC_CHGPY,Q,2017-Q2,4.761007044
POL,QGDP,TOT,PC_CHGPY,Q,2017-Q3,5.704887127
POL,QGDP,TOT,PC_CHGPY,Q,2017-Q4,5.119022322
POL,QGDP,TOT,PC_CHGPY,Q,2018-Q1,5.74900946
POL,QGDP,TOT,PC_CHGPY,Q,2018-Q2,6.194262909
POL,QGDP,TOT,PC_CHGPY,Q,2018-Q3,5.948252307
POL,QGDP,TOT,PC_CHGPY,Q,2018-Q4,5.560843
POL,QGDP,TOT,PC_CHGPY,Q,2019-Q1,5.123982926
POL,QGDP,TOT,PC_CHGPY,Q,2019-Q2,4.600932577
POL,QGDP,TOT,PC_CHGPY,Q,2019-Q3,4.08409527
POL,QGDP,TOT,PC_CHGPY,Q,2019-Q4,3.746183159
POL,QGDP,TOT,PC_CHGPY,Q,2020-Q1,3.076492738
POL,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-7.251133881
POL,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-1.710189039
POL,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-2.229941366
POL,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-0.452626922
POL,QGDP,TOT,PC_CHGPY,Q,2021-Q2,12.023538629
POL,QGDP,TOT,PC_CHGPY,Q,2021-Q3,7.120280988
POL,QGDP,TOT,PC_CHGPY,Q,2021-Q4,8.739209755
POL,QGDP,TOT,PC_CHGPY,Q,2022-Q1,10.524154473
POL,QGDP,TOT,PC_CHGPY,Q,2022-Q2,5.646409893
POL,QGDP,TOT,PC_CHGPY,Q,2022-Q3,4.477267251
POL,QGDP,TOT,PC_CHGPY,Q,2022-Q4,0.329791246
EST,QGDP,TOT,PC_CHGPP,Q,2017-Q1,2.071121216
EST,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.757574346
EST,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.351674826
EST,QGDP,TOT,PC_CHGPP,Q,2017-Q4,1.525598134
EST,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.687530547
EST,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.869805344
EST,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.862930332
EST,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.107363251
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.52625079
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.166899655
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.294782542
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.155287463
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.716075654
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.756192745
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q3,4.779188032
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.666014032
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q1,2.614488704
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.85217311
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.710336729
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.829825344
EST,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.013246175
EST,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-1.343134517
EST,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-1.78276585
DNK,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.654390627
DNK,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.117777678
DNK,QGDP,TOT,PC_CHGPP,Q,2017-Q3,-0.366774101
DNK,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.75496245
DNK,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.512055136
DNK,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.502598831
DNK,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.602133078
DNK,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.499343436
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.218153226
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.005162313
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.45731937
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.304154136
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.262165199
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.318874335
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q3,5.85766538
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.059704569
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.032880819
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.854130825
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.903181392
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q4,2.604693961
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.48750227
